RID,Location,Latitude,Longitude,Avgpassengersperday,Nooftrainspassing,Nooftrainsstopping,Noofplatforms,Nooftracks,Trainhaltingtime,Avgtrainspeed,Averageaccidentspermonth,population,PhysicalEnvironment,DateTime,admin_found,Label
192.229.173.173-10.42.0.211-80-49922-6,Zhangguizhuang,39.0902,117.3072,4598,9,25,3,6,9,1.4,18,,Stairs,10-11-22 14:37,Mid Night,1
172.217.10.65-10.42.0.211-443-58866-6,Shengli,40.1182,116.6429,6895,15,87,7,8,2,1.6,13,,Pedestrain,10-11-22 14:40,Evening,1
10.42.0.211-122.225.81.55-55380-80-6,Tangxing,35.7452,111.6987,2568,60,56,2,7,3,1.8,19,,Station,10-11-22 14:41,Mid Night,0
8.0.6.4-8.6.0.1-0-0-0,Huojia Chengguanzhen,35.2656,113.6506,7586,80,45,2,5,2,1.7,17,,Road Vehicle Carriageway,10-11-22 14:42,Mid Night,1
10.42.0.211-10.42.0.1-26280-53-17,Wangyue,28.2359,112.917,2356,45,78,6,8,4,1.3,13,,Road,10-11-22 14:51,Evening,0
172.217.6.227-10.42.0.151-443-33921-6,Wangkui,46.8328,126.4777,1500,68,85,8,2,5,1.2,1,,Station,10-11-22 14:51,Mid Night,1
10.42.0.211-106.11.14.99-55093-443-6,Fengcheng,26.1972,119.5392,6895,75,8,7,9,6,1.6,4,,Platform,10-11-22 14:53,Mid Night,0
172.217.11.2-10.42.0.211-443-55253-6,Jiyuanlu,34.8225,113.2672,8000,23,6,5,10,7,1.9,10,,Lineside,10-11-22 14:55,Evening,1
172.217.12.206-10.42.0.151-443-56894-6,Xingsha,28.2397,113.0878,5489,52,74,8,8,2,1.8,15,,Road,10-11-22 15:02,Mid Night,0
183.79.248.124-10.42.0.211-443-40430-6,Liquan Chengguanzhen,34.4811,108.4236,6358,26,80,2,7,2,1.5,13,,Other,10-11-22 15:04,Mid Night,1
182.22.120.247-10.42.0.42-443-57663-6,Lechang,35.642,111.4672,7854,80,42,9,5,3,1.8,18,,Footbridge,10-11-22 15:04,Evening,0
173.194.207.188-10.42.0.42-5228-53488-6,Jinsha,32.0898,121.0735,6000,20,35,10,6,8,1.9,22,,Platform,10-11-22 15:08,Mid Night,1
172.217.9.228-10.42.0.42-443-41337-6,Linping,30.4225,120.2972,5682,60,68,8,5,10,1.2,28,,Road,10-11-22 15:09,Mid Night,0
205.204.101.47-10.42.0.211-80-41456-6,Yanling,29.5306,104.6611,5800,84,45,7,7,5,1.9,36,,Bride,10-11-22 15:20,Evening,1
10.42.0.151-23.21.45.59-40087-443-6,Huazhou,34.5152,109.7576,9568,95,75,5,5,6,1.4,25,,Escalator,10-11-22 15:39,Mid Night,1
157.56.52.45-10.42.0.42-40024-46360-17,Chonglong,29.7806,104.8522,8954,15,42,6,2,8,1.6,18,,Stairs,10-11-22 15:42,Morning,0
10.42.0.151-104.80.206.171-36915-443-6,Runing,33.0011,114.3542,4500,68,52,5,3,9,1.8,96,,Pedestrain,10-11-22 16:00,Evening,1
172.217.12.138-10.42.0.151-443-59192-6,Binhe,37.5108,105.1844,6580,45,36,7,5,2,1.7,18,,Station,10-11-22 16:05,Mid Night,0
162.208.22.39-10.42.0.211-443-45037-6,Zhaoyu,37.3553,112.3167,856,85,42,5,7,4,1.3,18,,Road Vehicle Carriageway,10-11-22 16:10,Evening,0
10.42.0.151-10.42.0.1-42046-53-17,Yishan,34.2994,119.2542,950,25,20,2,5,5,1.2,18,,Road,10-11-22 16:13,Mid Night,1
10.42.0.151-98.137.201.232-46656-443-6,Xiangdong,27.6521,113.7241,1205,36,30,3,6,8,1.6,39,,Bride,10-11-22 16:14,Evening,1
10.42.0.42-106.11.129.143-53648-80-6,Puyang,29.4568,119.8887,3586,85,78,5,4,3,1.9,14,,Escalator,10-11-22 16:23,Mid Night,0
172.217.3.99-10.42.0.151-443-50717-6,Anxi,25.0571,118.182,5266,95,53,7,8,9,1.8,19,,Stairs,10-11-22 16:26,Mid Night,1
172.217.10.99-10.42.0.151-80-60690-6,Gongjiang,25.9573,115.41,8540,42,68,5,9,2,1.5,17,,Pedestrain,10-11-22 16:32,Evening,0
10.42.0.211-10.42.0.1-48610-53-17,Bencheng,39.5,118.7,9650,20,42,6,4,3,1.8,19,,Station,10-11-22 16:36,Mid Night,1
10.42.0.151-65.52.108.74-60281-443-6,Lianjiang,22.5902,113.0764,8750,60,20,4,2,2,1.9,17,,Road Vehicle Carriageway,10-11-22 16:40,Mid Night,0
203.205.191.25-10.42.0.151-80-54168-6,Changtu,42.7788,124.0954,9862,80,35,8,5,4,1.2,36,,Road,10-11-22 16:46,Evening,1
10.42.0.151-35.185.16.183-40210-443-6,Jizhou,27.1147,114.9795,4856,90,85,9,6,5,1.9,95,,Station,10-11-22 16:47,Mid Night,0
192.229.163.180-10.42.0.42-443-50181-6,Tiantai Chengguanzhen,29.1363,121.0296,5500,15,78,4,4,6,1.4,15,,Platform,10-11-22 16:54,Mid Night,1
10.42.0.211-104.193.88.109-53594-80-6,Dongzhen,22.3797,110.9389,9568,75,57,2,3,7,1.6,18,,Lineside,10-11-22 16:58,Evening,0
172.217.11.10-10.42.0.211-443-41586-6,Chenyang,28.0158,110.173,7852,62,12,5,2,2,1.8,19,,Road,10-11-22 17:01,Mid Night,1
10.42.0.211-10.42.0.1-26350-53-17,Gaotangling,28.3667,112.8167,6253,43,16,6,3,2,1.7,17,,Other,10-11-22 17:05,Mid Night,0
172.217.9.238-10.42.0.42-443-33034-6,Chunxi,31.3277,118.8749,8500,84,75,4,5,3,1.3,12,,Footbridge,10-11-22 17:16,Evening,1
10.42.0.211-23.208.87.120-56059-80-6,Guantao,36.541,115.2829,4200,15,42,3,4,8,1.2,19,,Platform,10-11-22 17:20,Mid Night,1
172.217.12.131-10.42.0.211-443-38191-6,Nuojiang,31.9156,107.2427,2568,19,35,2,9,10,1.6,19,,Road,10-11-22 17:25,Morning,0
203.205.147.229-10.42.0.211-80-48641-6,Guoyuan Xincun,39.2219,117.1302,800,75,45,3,8,5,1.9,16,,Bride,10-11-22 17:30,Evening,0
192.35.249.120-10.42.0.211-443-57683-6,Xinƒ??an Chengguanzhen,34.7175,112.1356,650,80,12,5,7,6,1.8,17,,Escalator,10-11-22 17:31,Mid Night,0
180.149.138.210-10.42.0.211-80-33257-6,Danxi,29.4747,121.8656,854,26,15,4,10,8,1.5,12,,Stairs,10-11-22 17:56,Evening,1
169.45.214.228-10.42.0.42-5222-55060-6,Anren Chengguanzhen,26.7141,113.2673,6389,85,16,9,5,9,1.8,16,,Pedestrain,10-11-22 17:58,Mid Night,1
172.217.11.34-10.42.0.211-443-43916-6,Guozhen,34.3659,107.359,5870,42,74,8,6,2,1.9,14,,Bride,10-11-22 18:05,Evening,1
172.217.11.35-10.42.0.211-443-42302-6,Nanxi,28.8421,104.9796,8950,38,15,7,4,4,1.2,18,,Escalator,10-11-22 18:08,Mid Night,1
172.217.12.163-10.42.0.151-443-40891-6,Songlong,31.1624,120.6384,6354,64,13,10,2,5,1.9,39,,Stairs,10-11-22 18:11,Mid Night,1
10.42.0.211-10.42.0.1-39544-53-17,Yongfeng,27.4283,112.1834,8450,82,18,5,3,8,1.4,18,,Pedestrain,10-11-22 18:16,Evening,0
173.194.208.113-10.42.0.42-443-52421-6,Yanji,33.9653,116.451,9560,65,10,6,5,3,1.6,17,,Station,10-11-22 18:16,Mid Night,1
10.42.0.42-54.192.38.88-36704-443-6,Xincheng,22.7016,112.2246,8500,75,16,4,6,9,1.8,96,,Road Vehicle Carriageway,10-11-22 18:19,Mid Night,0
10.42.0.211-77.234.44.42-47229-80-6,Xigang,38.5526,106.348,4800,25,80,2,8,2,1.7,17,,Road,10-11-22 18:24,Evening,0
172.217.12.202-10.42.0.211-443-44458-6,Tiancheng,29.5402,114.0415,6215,68,50,3,4,3,1.3,24,,Station,10-11-22 18:31,Mid Night,0
10.42.0.211-10.42.0.1-9368-53-17,Yunyang,31.9956,119.5646,8050,42,60,5,5,2,1.2,18,,Platform,10-11-22 18:35,Mid Night,1
10.42.0.211-115.239.210.141-51788-80-6,Hejiang,28.8116,105.8336,9800,8,45,6,6,4,1.6,13,,Lineside,10-11-22 18:37,Mid Night,0
10.42.0.211-121.12.98.62-45477-80-6,Licheng,23.2955,113.8246,8560,12,65,8,8,5,1.9,19,,Road,10-11-22 18:39,Mid Night,1
208.185.50.45-10.42.0.211-443-59979-6,Wuhe Chengguanzhen,33.1386,117.8658,3680,5,25,4,9,6,1.8,17,,Other,10-11-22 18:40,Evening,0
203.205.158.62-10.42.0.211-80-60547-6,Kaijiang,31.0396,104.6745,7890,10,87,5,10,7,1.5,13,,Footbridge,10-11-22 18:44,Mid Night,1
10.42.0.211-125.39.133.40-41577-80-6,Wansheng,28.9629,106.9284,8520,15,56,6,4,2,1.8,1,,Platform,10-11-22 18:45,Morning,0
172.217.10.42-10.42.0.151-443-34145-6,Fengqiu Chengguanzhen,35.0292,114.4131,862,15,45,8,2,2,1.9,4,,Road,12-11-22 12:59,Evening,1
203.205.128.137-10.42.0.211-80-57975-6,Chengjiang,26.8017,114.8998,950,68,78,9,8,3,1.2,10,,Bride,12-11-22 13:24,Mid Night,1
8.0.6.4-8.6.0.1-0-0-0,Fuying,28.8626,120.7193,1200,79,5,10,9,8,1.9,15,,Escalator,13-11-22 7:49,Evening,0
10.42.0.42-104.193.88.109-49663-80-6,Nanjie,38.9546,100.4724,8600,12,6,4,10,10,1.4,13,,Stairs,13-11-22 7:52,Mid Night,1
172.217.10.228-10.42.0.151-443-56515-6,Dengzhou,37.8082,120.7591,950,60,89,2,7,5,1.6,18,,Pedestrain,13-11-22 8:04,Evening,0
169.45.248.175-10.42.0.151-5222-48743-6,Dizhuang,33.5645,114.0697,820,80,42,5,5,6,1.8,22,,Bride,13-11-22 8:11,Mid Night,0
10.42.0.1-10.42.0.42-53-18466-17,Yunling,23.9538,117.336,6580,89,52,10,3,8,1.7,28,,Escalator,13-11-22 8:17,Mid Night,1
10.42.0.42-121.12.98.85-59006-80-6,Yuanyang Chengguanzhen,35.0522,113.9639,8250,78,65,5,7,9,1.3,36,,Stairs,13-11-22 8:30,Evening,1
182.22.25.124-10.42.0.151-443-56823-6,Guhan,36.5355,113.0253,7520,86,85,8,2,2,1.2,25,,Pedestrain,13-11-22 8:38,Mid Night,0
151.101.1.140-10.42.0.211-443-43644-6,Chengwu,34.9541,115.8842,6890,90,32,4,2,4,1.6,18,,Station,13-11-22 9:30,Mid Night,1
180.149.136.247-10.42.0.211-80-50686-6,Gunan,29.0231,106.648,7840,100,45,5,6,5,1.9,96,,Road Vehicle Carriageway,13-11-22 9:34,Evening,0
10.42.0.1-10.42.0.42-53-17003-17,Luozhou,21.6059,110.277,8650,86,68,8,8,8,1.8,18,,Road,13-11-22 9:45,Mid Night,1
172.217.12.206-10.42.0.211-443-55195-6,Qingyuan,37.6175,112.3258,8100,55,75,7,7,3,1.5,18,,Station,13-11-22 9:51,Mid Night,0
10.42.0.151-103.7.30.118-41331-80-6,Deqing,30.5449,119.9599,8630,98,12,5,6,9,1.8,18,,Platform,13-11-22 9:59,Evening,1
8.0.6.4-8.6.0.1-0-0-0,Luhua,36.3314,113.2244,8954,78,15,6,5,2,1.9,39,,Lineside,13-11-22 10:05,Mid Night,0
172.217.10.110-10.42.0.151-443-46335-6,Gushi Chengguanzhen,32.1621,115.6699,6805,65,75,4,8,3,1.2,14,,Road,13-11-22 10:05,Mid Night,0
10.42.0.42-52.88.110.117-57651-443-6,Xiayi Chengguanzhen,34.2368,116.1161,7850,78,62,5,9,2,1.9,19,,Other,13-11-22 10:06,Evening,0
172.217.9.226-10.42.0.42-443-60400-6,Emin,46.5257,83.6332,6258,45,6,2,7,4,1.4,17,,Footbridge,13-11-22 10:11,Mid Night,0
10.42.0.42-47.88.66.107-52624-443-6,Haimen,28.6807,121.4241,780,68,8,3,5,5,1.6,19,,Platform,13-11-22 10:16,Morning,0
180.163.255.159-10.42.0.151-80-48400-6,Dahuaishu,36.2656,111.6753,6985,78,9,5,4,6,1.8,17,,Road,13-11-22 10:22,Evening,1
10.42.0.42-106.11.94.21-53975-443-6,Lufeng,27.9094,110.5858,9000,26,8,5,6,7,1.7,36,,Bride,13-11-22 10:24,Mid Night,1
10.42.0.1-10.42.0.42-53-12139-17,Daying,34.7218,111.1029,9560,89,75,4,5,2,1.3,95,,Escalator,13-11-22 10:30,Evening,0
171.84.4.11-10.42.0.211-80-54415-6,Jinniu,25.8006,100.5743,8650,95,42,6,8,2,1.2,15,,Stairs,13-11-22 10:35,Mid Night,0
10.42.0.211-54.192.37.135-55664-443-6,Fengcheng,35.4922,112.4043,3689,68,42,8,2,3,1.6,18,,Pedestrain,13-11-22 10:36,Evening,0
10.42.0.151-52.84.26.64-58336-443-6,Dongguan,39.0173,111.1267,8570,74,52,5,9,8,1.9,19,,Station,13-11-22 10:41,Mid Night,1
205.185.216.42-10.42.0.151-80-48846-6,Yongƒ??an,39.6957,113.6871,9865,12,85,2,10,10,1.8,17,,Road Vehicle Carriageway,13-11-22 10:41,Mid Night,1
10.42.0.42-62.138.0.117-35228-80-6,Fufeng,34.3605,107.8735,6895,56,75,2,8,5,1.5,12,,Road,13-11-22 10:42,Evening,1
10.42.0.211-14.29.93.254-35561-80-6,Weicheng,34.3314,108.7169,9850,8,25,5,7,6,1.8,19,,Station,13-11-22 10:47,Mid Night,1
172.217.11.46-10.42.0.151-443-35635-6,Wenshang,35.7284,116.4912,1589,9,8,3,5,8,1.9,19,,Platform,13-11-22 10:53,Mid Night,1
10.42.0.211-119.6.229.101-45490-80-6,Jingƒ??an,22.2107,113.2922,899,8,9,4,6,9,1.2,16,,Lineside,13-11-22 10:56,Evening,0
202.77.129.230-10.42.0.211-80-44977-6,Loushanguan,28.1368,106.822,852,78,16,8,5,2,1.9,17,,Road,13-11-22 10:57,Mid Night,1
220.243.219.55-10.42.0.42-80-37179-6,Peicheng,34.7361,116.9247,965,52,75,9,7,4,1.4,12,,Other,13-11-22 10:58,Mid Night,0
172.217.11.35-10.42.0.42-443-32920-6,Tiantang,30.85,116.35,800,50,12,10,5,5,1.6,16,,Footbridge,13-11-22 11:02,Evening,0
10.42.0.151-10.42.0.1-60114-53-17,Renminlu,36.5512,104.1695,750,60,16,3,2,8,1.8,14,,Platform,13-11-22 11:13,Mid Night,0
10.42.0.42-47.89.69.218-56414-80-6,Hongqiao,26.7684,112.1081,999,80,80,1,3,3,1.7,18,,Road,13-11-22 11:15,Mid Night,1
162.208.22.39-10.42.0.151-443-46063-6,Taikang Chengguanzhen,34.0667,114.8667,1200,90,45,8,5,9,1.3,39,,Bride,13-11-22 11:18,Evening,0
10.42.0.211-31.13.71.1-33566-443-6,Weishi Chengguanzhen,34.4136,114.1872,1000,45,75,9,7,2,1.2,18,,Escalator,13-11-22 11:19,Mid Night,1
10.42.0.1-10.42.0.42-53-58663-17,Yelin,18.521,110.0397,900,74,56,10,5,3,1.6,17,,Stairs,13-11-22 11:23,Mid Night,0
10.42.0.151-10.42.0.1-38670-5351-17,Baiyashi,26.3888,111.2621,1600,82,10,7,6,2,1.9,96,,Pedestrain,13-11-22 11:40,Evening,1
180.149.136.194-10.42.0.42-80-49052-6,Ningling Chengguanzhen,34.45,115.3167,2000,68,20,5,4,4,1.8,17,,Station,13-11-22 11:45,Mid Night,0
10.42.0.151-10.42.0.1-22868-53-17,Fangcheng Chengguanzhen,33.2532,113.0012,6500,13,25,3,8,5,1.5,24,,Road Vehicle Carriageway,13-11-22 11:52,Mid Night,1
10.42.0.151-10.42.0.1-1035-53-17,Nanchangshan,37.9152,120.7325,5200,18,65,7,9,6,1.8,18,,Road,13-11-22 11:58,Evening,1
10.42.0.211-66.102.255.45-47836-80-6,Mingxing,37.4264,112.5442,824,85,38,2,4,7,1.9,13,,Bride,13-11-22 11:59,Mid Night,0
10.42.0.151-66.198.178.50-41211-443-6,Jincheng,30.9971,105.8819,9999,48,75,2,2,2,1.2,19,,Escalator,13-11-22 12:01,Mid Night,1
10.42.0.211-64.71.142.110-45253-443-6,Nanzhou,29.3596,112.4024,8560,85,45,6,5,2,1.9,17,,Stairs,13-11-22 12:03,Evening,0
10.42.0.211-23.206.173.182-40985-80-6,Taiqian Chengguanzhen,35.991,115.8532,7852,68,12,8,6,3,1.4,13,,Pedestrain,13-11-22 12:03,Mid Night,0
172.217.10.10-10.42.0.211-443-37734-6,Yunxi,31.2264,105.3861,1458,78,10,7,4,8,1.6,1,,Station,13-11-22 12:05,Mid Night,1
172.217.12.138-10.42.0.151-443-50451-6,Fengxian,34.7039,116.5872,1500,95,28,5,3,10,1.8,4,,Road Vehicle Carriageway,13-11-22 12:07,Evening,1
10.42.0.211-121.12.98.64-51600-80-6,Huili Chengguanzhen,26.6626,102.2439,800,84,75,8,2,5,1.7,10,,Road,13-11-22 12:09,Mid Night,0
172.217.12.163-10.42.0.211-80-42799-6,Dazhong,33.1997,120.4578,952,12,63,2,3,6,1.3,15,,Station,13-11-22 12:10,Mid Night,1
10.42.0.42-64.71.142.95-54407-80-6,Yingshang Chengguanzhen,32.6295,116.2701,741,56,42,9,5,8,1.2,13,,Platform,13-11-22 12:13,Evening,0
10.42.0.211-10.42.0.1-22386-53-17,Funan Chengguanzhen,32.6368,115.6149,890,78,85,10,4,9,1.6,18,,Lineside,04-01-23 12:34,Mid Night,1
172.217.10.68-10.42.0.151-443-36297-6,Mianchi Chengguanzhen,34.7542,111.7594,900,10,8,8,9,2,1.9,22,,Road,04-01-23 12:36,Mid Night,0
10.42.0.211-63.250.200.101-58455-443-6,Ningjin,37.6498,116.7933,850,60,6,7,8,4,1.8,28,,Other,04-01-23 12:40,Evening,1
10.42.0.211-106.11.15.99-49719-443-6,Tongxu Chengguanzhen,34.4772,114.4583,9058,86,74,5,7,5,1.5,36,,Footbridge,04-01-23 12:44,Mid Night,0
10.42.0.151-31.13.80.5-35891-443-6,Nanhai,21.4725,111.0268,4795,35,80,6,10,8,1.8,25,,Platform,04-01-23 12:47,Morning,0
180.149.136.194-10.42.0.211-443-40289-6,Shedian,33.0613,112.9426,1569,85,42,5,5,3,1.9,18,,Road,04-01-23 12:48,Evening,0
151.101.129.140-10.42.0.42-443-48109-6,Xuyang,29.4594,104.4195,1785,95,35,7,6,9,1.2,96,,Bride,04-01-23 12:51,Mid Night,0
172.217.6.195-10.42.0.211-443-40731-6,Dongƒ??an,46.594,125.0788,2658,26,68,5,4,2,1.9,18,,Escalator,04-01-23 13:11,Evening,0
10.42.0.211-10.42.0.1-25604-53-17,Yanqing,40.4609,115.9715,7845,85,45,2,5,3,1.4,18,,Stairs,04-01-23 13:21,Mid Night,1
10.42.0.211-115.239.210.141-51788-80-6,Baofeng Chengguanzhen,33.8703,113.0653,9854,32,75,3,2,2,1.6,18,,Pedestrain,04-01-23 13:25,Evening,1
10.42.0.211-69.147.64.34-40689-443-6,Anxiang,29.4,112.15,4785,42,42,5,3,4,1.8,39,,Bride,04-01-23 14:21,Mid Night,0
10.42.0.211-114.134.80.163-45484-80-6,Daiyue,39.5204,112.8168,5222,30,52,7,8,5,1.7,14,,Escalator,04-01-23 14:51,Mid Night,0
10.42.0.211-66.198.178.90-54584-443-6,Xiongzhou,32.3436,118.8499,4500,80,36,5,9,6,1.3,19,,Stairs,04-01-23 15:04,Evening,0
172.217.3.110-10.42.0.42-443-42249-17,Taocheng,25.3123,118.3006,6800,45,42,6,10,7,1.2,17,,Pedestrain,04-01-23 15:05,Mid Night,1
192.229.173.173-10.42.0.151-80-46766-6,Yisuhe,27.7654,112.9268,7900,98,20,4,7,2,1.6,19,,Station,04-01-23 15:11,Mid Night,1
202.77.129.185-10.42.0.211-80-36095-6,Quanjiang,26.3096,114.5129,4200,50,30,8,5,2,1.9,17,,Road Vehicle Carriageway,04-01-23 15:12,Evening,1
180.149.134.221-10.42.0.151-80-45044-6,Shishan,31.2988,120.5652,8652,80,78,9,3,3,1.8,36,,Road,04-01-23 15:15,Mid Night,1
10.42.0.151-104.244.42.194-38898-443-6,Cuifeng,36.8452,111.7817,5800,75,53,4,7,8,1.5,95,,Station,04-01-23 15:18,Mid Night,1
211.103.34.67-10.42.0.211-10000-39017-6,Yancheng,29.6507,104.0672,957,68,68,2,2,10,1.8,15,,Platform,04-01-23 15:21,Evening,0
209.10.120.26-10.42.0.211-80-48999-6,Yushan,31.6775,120.8013,865,45,42,5,2,5,1.9,18,,Lineside,04-01-23 15:22,Mid Night,1
203.205.158.63-10.42.0.211-80-38579-6,Hexi,21.6865,110.6342,7856,25,20,6,6,6,1.2,19,,Road,04-01-23 15:26,Mid Night,0
172.217.5.227-10.42.0.211-443-37710-6,Linquan,37.9796,111.0206,856,15,35,4,8,8,1.9,17,,Other,04-01-23 15:26,Evening,0
180.149.138.197-10.42.0.151-80-41212-6,Baoyou,18.7493,109.1717,1600,13,85,3,7,9,1.4,12,,Footbridge,04-01-23 15:30,Mid Night,0
172.217.10.142-10.42.0.151-443-40864-6,Fengxiang Chengguanzhen,34.523,107.3913,852,65,78,2,6,2,1.6,19,,Platform,04-01-23 15:31,Morning,1
10.42.0.151-72.30.3.43-41443-443-6,Gul?¬,32.7439,114.9761,9568,8,57,3,5,4,1.8,19,,Road,04-01-23 15:32,Evening,0
172.217.10.40-10.42.0.151-443-52974-6,Xinƒ??anjiang,29.4748,119.2715,7852,7,12,5,8,5,1.7,16,,Bride,04-01-23 15:33,Mid Night,1
175.100.207.232-10.42.0.151-80-48843-6,Xun Xian Chengguanzhen,35.6647,114.5346,7545,5,16,4,9,8,1.3,17,,Escalator,04-01-23 15:36,Evening,0
172.217.8.4-10.42.0.211-443-46736-6,Zitong,30.1782,105.8299,8562,6,75,9,7,3,1.2,12,,Stairs,04-01-23 15:37,Mid Night,1
172.217.10.234-10.42.0.151-443-49724-6,Sangyuan,37.6256,116.3826,7854,62,42,8,5,9,1.6,16,,Stairs,04-01-23 15:42,Evening,0
202.77.129.146-10.42.0.151-80-49656-6,Gangu Chengguanzhen,34.7356,105.3263,1250,82,35,7,4,2,1.9,14,,Pedestrain,04-01-23 15:52,Mid Night,1
209.10.120.26-10.42.0.211-80-39080-6,Xingpinglu,36.7275,104.8138,6005,95,45,10,6,3,1.8,18,,Station,04-01-23 15:55,Mid Night,1
182.22.67.91-10.42.0.151-443-49757-6,Penglai,30.5822,105.2514,8952,12,12,5,5,2,1.5,39,,Road Vehicle Carriageway,04-01-23 15:59,Evening,0
172.217.10.14-10.42.0.151-443-56146-6,Lingcheng,37.3313,116.5695,9500,43,15,6,8,4,1.8,18,,Road,04-01-23 16:01,Mid Night,1
10.42.0.151-104.193.88.109-40172-80-6,Cuijiang,26.2632,116.6499,7840,20,16,4,2,5,1.9,17,,Station,04-01-23 16:04,Mid Night,0
220.243.219.55-10.42.0.211-80-41302-6,Wuchang,44.9143,127.15,2256,53,74,2,9,6,1.2,96,,Platform,04-01-23 16:06,Evening,0
172.217.12.163-10.42.0.151-443-47509-6,Doucun,34.7481,109.1797,4859,80,15,3,10,7,1.9,17,,Lineside,04-01-23 16:08,Mid Night,1
205.204.101.196-10.42.0.151-443-43611-6,Dianbu,31.8731,117.458,8526,65,13,5,8,2,1.4,24,,Road,04-01-23 16:11,Mid Night,1
203.205.128.137-10.42.0.151-80-32954-6,Anling,34.1089,114.1698,9562,42,18,6,7,2,1.6,18,,Other,04-01-23 16:12,Evening,0
183.79.250.251-10.42.0.42-443-58891-6,Shoushan,34.2777,107.7462,754,80,10,8,5,3,1.8,13,,Footbridge,04-01-23 16:13,Mid Night,1
203.205.158.52-10.42.0.42-80-47428-6,Quyang,33.1447,113.9903,5489,70,16,4,6,8,1.7,19,,Platform,04-01-23 16:16,Mid Night,0
10.42.0.1-10.42.0.42-53-50159-17,Wuyun,28.6539,120.0669,6358,70,80,5,5,10,1.3,17,,Road,04-01-23 16:17,Evening,1
172.217.11.35-10.42.0.151-443-40481-6,Fuyu,30.15,116.1167,7854,32,50,6,7,5,1.2,13,,Bride,04-01-23 16:20,Mid Night,0
172.217.10.78-10.42.0.151-443-38609-6,Jinxiang,35.0704,116.3239,6000,65,60,8,5,6,1.6,1,,Escalator,04-01-23 16:23,Morning,1
10.42.0.42-54.192.38.65-33427-443-6,She Xian,36.5566,113.6687,5682,58,45,9,2,8,1.9,4,,Stairs,04-01-23 16:26,Evening,0
184.73.243.250-10.42.0.211-443-43635-6,Yingshouyingzi,40.5515,117.6616,5800,98,65,10,3,9,1.8,10,,Pedestrain,04-01-23 16:29,Mid Night,0
10.42.0.211-23.206.166.62-35594-80-6,Hede,33.7722,120.2618,9568,84,25,4,5,2,1.5,15,,Station,04-01-23 16:32,Evening,0
216.58.219.234-10.42.0.151-443-51676-6,Dongshan,47.3428,130.3122,8954,52,87,2,7,4,1.8,13,,Road Vehicle Carriageway,04-01-23 16:33,Mid Night,0
157.240.2.20-10.42.0.211-443-45910-6,Zhangjiang,28.911,111.4799,4500,75,56,7,5,5,1.9,18,,Road,04-01-23 16:45,Evening,0
172.217.3.99-10.42.0.42-443-33800-6,Tangxiang,29.7023,105.7236,6580,68,45,5,6,8,1.2,22,,Bride,04-01-23 16:53,Mid Night,1
10.42.0.211-87.240.165.80-45003-80-6,Jiaocheng,24.6573,116.1671,856,42,78,8,4,3,1.9,28,,Escalator,04-01-23 17:21,Mid Night,1
10.42.0.1-10.42.0.42-53-38671-17,Guhuai,32.9586,114.6255,950,78,5,2,8,9,1.4,36,,Stairs,04-01-23 17:44,Evening,0
209.85.232.188-10.42.0.211-5228-53200-6,Tangyang Chengguanzhen,35.9145,114.3551,1205,25,6,9,9,2,1.6,25,,Pedestrain,04-01-23 18:03,Mid Night,0
10.42.0.42-52.84.143.41-43854-80-6,Xiedian,35.4282,110.8118,3586,65,89,10,4,3,1.8,18,,Station,04-01-23 18:14,Mid Night,0
10.42.0.211-64.95.32.61-39904-443-6,Qincheng,27.2127,116.5301,5266,45,42,8,2,2,1.7,96,,Road Vehicle Carriageway,04-01-23 18:44,Evening,1
10.42.0.151-104.244.42.65-53315-80-6,Qishan,29.8443,117.7194,8540,86,52,7,5,4,1.3,18,,Road,04-01-23 19:04,Mid Night,1
10.42.0.42-62.138.0.117-58078-80-6,Jingchuan Chengguanzhen,35.3319,107.3611,9650,65,65,5,6,5,1.2,18,,Station,04-01-23 19:25,Mid Night,1
10.42.0.211-123.125.115.190-32880-80-6,Yishi,35.165,110.746,8750,32,85,6,4,6,1.6,18,,Platform,04-01-23 19:32,Evening,1
10.42.0.151-14.204.144.143-39503-80-6,Fugou Chengguanzhen,34.0667,114.3833,9862,46,32,5,3,7,1.9,39,,Lineside,04-01-23 21:29,Mid Night,1
169.47.40.148-10.42.0.151-443-39694-6,Fangzheng,45.8388,128.8276,4856,12,45,7,2,2,1.8,14,,Road,05-01-23 9:00,Mid Night,0
169.55.67.227-10.42.0.211-5222-59240-6,Gaocun,27.8773,109.7848,5500,20,68,5,3,2,1.5,19,,Other,05-01-23 9:03,Evening,1
172.217.10.110-10.42.0.151-443-50193-6,Jincheng,39.5591,113.1855,9568,60,75,2,5,3,1.8,17,,Footbridge,05-01-23 9:03,Mid Night,0
172.217.10.238-10.42.0.151-443-50096-6,Qiaotou,36.935,101.6736,7852,80,12,3,4,8,1.9,19,,Platform,05-01-23 9:11,Mid Night,0
172.217.10.34-10.42.0.211-443-44886-6,Rushan,36.9052,121.5326,6253,75,15,5,9,10,1.2,17,,Road,05-01-23 9:14,Evening,0
172.217.11.36-10.42.0.42-443-52963-6,Renhe,26.4993,101.7386,8500,98,75,7,8,5,1.9,36,,Bride,05-01-23 9:19,Mid Night,1
